Platform,Party,Bioguide ID,Number of Active Accounts,Max Total Followers,Start of Term,End of Term,First Post,Last Post,Total Posts,Average Post Favorites/Reactions,Average Post Retweets/Shares
facebook,D,Y000062,2,33589.0,2019-01-01,,2019-01-01,2020-05-30,285.0,376,49
facebook,R,Y000064,2,71077.0,2019-01-01,,2019-01-03,2020-05-30,1432.0,140,12
facebook,R,Y000065,2,28298.0,2019-01-01,,2019-01-07,2020-05-29,492.0,117,22
facebook,R,Z000017,2,55181.0,2019-01-01,,2019-01-01,2020-05-31,1074.0,395,67
twitter,R,A000055,1,29492.0,2019-01-01,,2019-01-08,2020-05-30,590.0,85,38
twitter,R,A000360,2,133668.0,2019-01-01,,2019-01-02,2020-05-31,2356.0,135,33
twitter,(R),A000367,3,444875.0,2019-01-01,,2019-01-01,2020-05-31,2368.0,7506,1703
twitter,R,A000369,2,17779.0,2019-01-01,,2019-01-03,2020-05-06,108.0,34,10
twitter,D,A000370,2,23703.0,2019-01-01,,2019-01-01,2020-05-31,3196.0,68,16
twitter,D,A000371,2,16409.0,2019-01-01,,2019-01-02,2020-05-29,375.0,61,21
twitter,R,A000372,2,24953.0,2019-01-01,,2019-01-01,2020-05-28,622.0,128,40
twitter,R,A000374,2,34320.0,2019-01-01,,2019-01-01,2020-05-27,1505.0,166,66
twitter,R,A000375,2,18916.0,2019-01-01,,2019-01-03,2020-05-31,1147.0,258,89
twitter,D,A000376,2,40631.0,2019-01-01,,2019-01-03,2020-05-31,1873.0,85,18
twitter,R,A000377,2,18923.0,2019-01-01,,2019-01-02,2020-05-31,2025.0,254,92
twitter,D,A000378,2,26326.0,2019-01-01,,2019-01-01,2020-05-30,1283.0,35,6
twitter,D,B000490,1,21175.0,2019-01-01,,2019-01-04,2020-05-29,260.0,9,3
twitter,D,B000574,1,68376.0,2019-01-01,,2019-01-01,2020-05-29,866.0,225,52
twitter,R,B000575,2,125924.0,2019-01-01,,2019-01-01,2020-05-29,2219.0,83,23
twitter,R,B000755,2,60551.0,2019-01-01,,2019-01-01,2020-05-31,2737.0,172,65
twitter,D,B000944,2,519473.0,2019-01-01,,2019-01-01,2020-05-31,2194.0,967,288
twitter,R,B001135,1,178114.0,2019-01-01,,2019-01-01,2020-05-01,287.0,371,119
twitter,D,B001230,2,172230.0,2019-01-01,,2019-01-01,2020-05-31,2380.0,180,61
twitter,R,B001236,2,102174.0,2019-01-01,,2019-01-01,2020-05-28,1795.0,77,23
twitter,R,B001243,2,236005.0,2019-01-01,,2019-01-01,2020-05-31,3246.0,1590,613
twitter,R,B001248,1,31445.0,2019-01-01,,2019-01-01,2020-05-31,1264.0,54,25
twitter,D,B001251,1,21185.0,2019-01-01,,2019-01-01,2020-05-29,912.0,63,25
twitter,R,B001257,1,32025.0,2019-01-01,,2019-01-02,2020-05-31,571.0,16,7
twitter,R,B001260,1,30360.0,2019-01-01,,2019-01-02,2020-05-30,473.0,125,46
twitter,R,B001261,2,145670.0,2019-01-01,,2019-01-03,2020-05-29,871.0,676,211
twitter,D,B001267,2,349245.0,2019-01-01,,2019-01-01,2020-05-30,4658.0,345,82
twitter,D,B001270,2,128102.0,2019-01-01,,2019-01-02,2020-05-31,1218.0,980,287
twitter,R,B001274,2,40112.0,2019-01-01,,2019-01-03,2020-05-31,1433.0,118,51
twitter,R,B001275,2,25109.0,2019-01-01,,2019-01-03,2020-05-30,752.0,31,9
twitter,D,B001277,1,649150.0,2019-01-01,,2019-01-01,2020-05-31,2747.0,1159,394
twitter,D,B001278,1,30920.0,2019-01-01,,2019-01-01,2020-05-31,2820.0,25,7
twitter,D,B001281,2,51879.0,2019-01-01,,2019-01-01,2020-05-31,4352.0,88,28
twitter,R,B001282,2,28783.0,2019-01-01,,2019-01-01,2020-05-31,1156.0,60,23
twitter,R,B001284,2,27299.0,2019-01-01,,2019-01-02,2020-05-30,1342.0,28,9
twitter,D,B001285,2,23170.0,2019-01-01,,2019-01-01,2020-05-29,1835.0,41,11
twitter,D,B001286,2,46342.0,2019-01-01,,2019-01-01,2020-05-30,2782.0,48,15
twitter,D,B001287,2,41769.0,2019-01-01,,2019-01-01,2020-05-30,1343.0,48,12
twitter,D,B001288,2,4645382.0,2019-01-01,,2019-01-01,2020-05-31,4057.0,2726,463
twitter,R,B001289,2,58494.0,2019-01-01,,2019-01-01,2020-05-30,4723.0,150,53
twitter,R,B001291,3,17870.0,2019-01-01,,2019-01-03,2020-05-31,1410.0,53,21
twitter,D,B001292,2,91990.0,2019-01-01,,2019-01-01,2020-05-31,7898.0,532,180
twitter,R,B001295,2,14992.0,2019-01-01,,2019-01-03,2020-05-31,714.0,48,15
twitter,D,B001296,2,47827.0,2019-01-01,,2019-01-01,2020-05-31,2905.0,293,76
twitter,R,B001297,2,43684.0,2019-01-01,,2019-01-08,2020-05-29,751.0,431,149
twitter,R,B001298,2,18240.0,2019-01-01,,2019-01-01,2020-05-31,5061.0,33,11
twitter,R,B001299,2,38888.0,2019-01-01,,2019-01-01,2020-05-31,3702.0,219,122
twitter,D,B001300,2,33635.0,2019-01-01,,2019-01-01,2020-05-31,2054.0,125,49
twitter,R,B001301,2,9992.0,2019-01-01,,2019-01-02,2020-05-29,412.0,58,21
twitter,R,B001302,2,195051.0,2019-01-01,,2019-01-01,2020-05-31,8598.0,1346,529
twitter,D,B001303,2,18583.0,2019-01-01,,2019-01-03,2020-05-31,846.0,118,30
twitter,D,B001304,2,26065.0,2019-01-01,,2019-01-01,2020-05-31,1574.0,96,28
twitter,R,B001305,2,22174.0,2019-01-01,,2019-01-01,2020-05-30,1366.0,201,71
twitter,R,B001306,2,11946.0,2019-01-01,,2019-01-04,2020-05-29,1137.0,17,5
twitter,R,B001307,2,5650.0,2019-01-01,,2019-01-03,2020-05-30,383.0,11,3
twitter,D,B001308,2,22736.0,2019-01-01,,2019-01-01,2020-05-31,1985.0,26,5
twitter,R,B001309,2,53354.0,2019-01-01,,2019-01-01,2020-05-31,5608.0,102,14
twitter,R,B001310,2,34938.0,2019-01-01,,2019-01-02,2020-05-29,1443.0,349,117
twitter,R,B001311,1,16512.0,2019-09-17,,2019-09-17,2020-05-31,635.0,319,116
twitter,R,C000059,2,23908.0,2019-01-01,,2019-01-03,2020-05-31,1447.0,69,24
twitter,D,C000127,2,242341.0,2019-01-01,,2019-01-02,2020-05-30,1843.0,82,24
twitter,D,C000141,2,257261.0,2019-01-01,,2019-01-01,2020-05-31,1581.0,148,75
twitter,D,C000174,2,104684.0,2019-01-01,,2019-01-02,2020-05-31,2089.0,57,18
twitter,R,C000266,2,36648.0,2019-01-01,,2019-02-14,2020-05-30,1002.0,88,34
twitter,D,C000537,2,104169.0,2019-01-01,,2019-01-03,2020-05-31,1645.0,515,154
twitter,D,C000754,2,29427.0,2019-01-01,,2019-01-03,2020-05-30,1660.0,71,17
twitter,R,C000880,1,112140.0,2019-01-01,,2019-01-01,2020-05-29,1653.0,89,24
twitter,D,C000984,2,523278.0,2019-01-01,2019-10-16,2019-01-02,2019-10-11,940.0,6112,1584
twitter,R,C001035,2,554650.0,2019-01-01,,2019-01-01,2020-05-31,828.0,546,100
twitter,R,C001047,2,88723.0,2019-01-01,,2019-01-01,2020-05-31,2579.0,122,32
twitter,D,C001049,1,11533.0,2019-01-01,,2019-01-01,2020-05-31,7830.0,12,4
twitter,R,C001051,2,25885.0,2019-01-01,,2019-01-01,2020-05-30,1371.0,23,9
twitter,R,C001053,1,26789.0,2019-01-01,,2019-01-09,2020-05-31,630.0,79,28
twitter,D,C001055,2,5542.0,2019-01-01,,2019-01-07,2020-05-30,855.0,8,2
twitter,R,C001056,2,282573.0,2019-01-01,,2019-01-01,2020-05-31,8019.0,412,140
twitter,D,C001059,1,22244.0,2019-01-01,,2019-01-02,2020-05-30,664.0,17,5
twitter,D,C001061,2,47913.0,2019-01-01,,2019-01-02,2020-05-31,1932.0,85,28
twitter,R,C001062,1,25694.0,2019-01-01,,2019-01-04,2020-05-08,191.0,76,27
twitter,D,C001063,2,25794.0,2019-01-01,,2019-01-03,2020-05-31,924.0,16,5
twitter,D,C001066,2,23458.0,2019-01-01,,2019-01-01,2020-05-31,3575.0,22,7
twitter,D,C001067,2,74454.0,2019-01-01,,2019-01-01,2020-05-31,1657.0,68,20
twitter,D,C001068,2,74861.0,2019-01-01,,2019-01-01,2020-05-31,3470.0,361,123
twitter,D,C001069,2,25989.0,2019-01-01,,2019-01-01,2020-05-31,1368.0,18,6
twitter,D,C001070,2,428096.0,2019-01-01,,2019-01-03,2020-05-31,2830.0,501,142
twitter,D,C001072,2,53315.0,2019-01-01,,2019-01-01,2020-05-30,918.0,154,46
twitter,R,C001075,2,72331.0,2019-01-01,,2019-01-01,2020-05-31,2728.0,224,68
twitter,D,C001078,2,59932.0,2019-01-01,,2019-01-01,2020-05-31,1277.0,208,87
twitter,D,C001080,2,74496.0,2019-01-01,,2019-01-02,2020-05-29,1210.0,214,80
twitter,D,C001084,2,144305.0,2019-01-01,,2019-01-01,2020-05-31,5235.0,1577,376
twitter,R,C001087,2,30688.0,2019-01-01,,2019-01-01,2020-05-30,1786.0,114,44
twitter,D,C001088,1,161756.0,2019-01-01,,2019-01-02,2020-05-31,3274.0,175,49
twitter,D,C001090,2,17094.0,2019-01-01,,2019-01-07,2020-05-29,624.0,26,9
twitter,D,C001091,2,278099.0,2019-01-01,,2019-01-01,2020-05-31,11311.0,1658,383
twitter,R,C001092,2,20532.0,2019-01-01,2019-09-30,2019-01-01,2019-09-24,284.0,10,2
twitter,R,C001093,2,425382.0,2019-01-01,,2019-01-01,2020-05-31,1975.0,3938,1470
twitter,R,C001094,2,19048.0,2019-01-01,,2019-01-11,2020-05-28,58.0,26,10
twitter,R,C001095,2,364929.0,2019-01-01,,2019-01-01,2020-05-30,1923.0,1503,618
twitter,R,C001096,2,35971.0,2019-01-01,,2019-01-03,2020-05-31,2137.0,129,47
twitter,D,C001097,2,22699.0,2019-01-01,,2019-01-03,2020-05-31,1246.0,30,10
twitter,R,C001098,2,5272289.0,2019-01-01,,2019-01-01,2020-05-31,8601.0,4322,1235
twitter,D,C001101,2,84058.0,2019-01-01,,2019-01-01,2020-05-31,2572.0,228,66
twitter,R,C001103,3,35794.0,2019-01-01,,2019-01-02,2020-05-31,968.0,108,48
twitter,R,C001108,1,15463.0,2019-01-01,,2019-01-03,2020-05-29,271.0,115,24
twitter,R,C001109,2,196584.0,2019-01-01,,2019-01-01,2020-05-30,845.0,2949,913
twitter,D,C001110,1,10058.0,2019-01-01,,2019-01-03,2020-05-20,325.0,41,13
twitter,D,C001111,2,44976.0,2019-01-01,,2019-01-02,2020-05-31,1162.0,31,11
twitter,D,C001112,2,13474.0,2019-01-01,,2019-01-01,2020-05-31,1933.0,25,7
twitter,D,C001113,2,74274.0,2019-01-01,,2019-01-01,2020-05-30,3335.0,47,14
twitter,R,C001114,2,13076.0,2019-01-01,,2019-01-01,2020-05-29,1799.0,31,15
twitter,R,C001115,2,10030.0,2019-01-01,,2019-01-11,2020-05-30,351.0,208,74
twitter,D,C001117,2,46203.0,2019-01-01,,2019-01-01,2020-05-31,4620.0,240,53
twitter,R,C001118,2,20376.0,2019-01-01,,2019-01-02,2020-05-31,803.0,77,32
twitter,D,C001119,2,38831.0,2019-01-01,,2019-01-01,2020-05-31,2159.0,50,11
twitter,R,C001120,2,1530886.0,2019-01-01,,2019-01-02,2020-05-31,1990.0,12687,3239
twitter,D,C001121,2,61312.0,2019-01-01,,2019-01-01,2020-05-30,2013.0,163,42
twitter,D,C001122,2,63076.0,2019-01-01,,2019-01-01,2020-05-29,1938.0,280,75
twitter,D,C001123,2,25402.0,2019-01-01,,2019-01-01,2020-05-31,2539.0,32,10
twitter,D,C001124,2,14553.0,2019-01-01,,2019-01-01,2020-05-31,1658.0,29,8
twitter,D,D000096,1,14764.0,2019-01-01,,2019-01-01,2020-05-31,1415.0,18,7
twitter,D,D000191,2,36400.0,2019-01-01,,2019-01-02,2020-05-31,753.0,99,32
twitter,D,D000197,2,54388.0,2019-01-01,,2019-01-01,2020-05-31,1471.0,160,60
twitter,D,D000216,2,47952.0,2019-01-01,,2019-01-02,2020-05-30,1296.0,43,12
twitter,D,D000399,2,38351.0,2019-01-01,,2019-01-01,2020-05-31,3998.0,37,13
twitter,D,D000482,2,20982.0,2019-01-01,,2019-01-01,2020-05-31,1370.0,18,6
twitter,D,D000563,2,681777.0,2019-01-01,,2019-01-01,2020-05-31,5653.0,393,134
twitter,D,D000598,1,23610.0,2019-01-01,,2019-01-03,2020-05-31,386.0,42,11
twitter,R,D000600,2,62747.0,2019-01-01,,2019-01-01,2020-05-31,2098.0,228,137
twitter,D,D000610,1,69320.0,2019-01-01,,2019-01-02,2020-05-31,2763.0,345,106
twitter,R,D000614,2,61120.0,2019-01-01,2019-09-22,2019-01-01,2019-09-20,1218.0,168,45
twitter,R,D000615,2,64918.0,2019-01-01,,2019-01-01,2020-05-30,2135.0,186,59
twitter,R,D000616,2,21181.0,2019-01-01,,2019-01-03,2020-05-31,1573.0,58,27
twitter,D,D000617,2,31575.0,2019-01-01,,2019-01-01,2020-05-30,1981.0,26,6
twitter,R,D000618,2,64629.0,2019-01-01,,2019-01-01,2020-05-30,1153.0,387,96
twitter,R,D000619,2,26580.0,2019-01-01,,2019-01-01,2020-05-29,1378.0,26,8
twitter,D,D000622,2,620064.0,2019-01-01,,2019-01-01,2020-05-31,3080.0,952,253
twitter,D,D000623,2,18165.0,2019-01-01,,2019-01-02,2020-05-30,2748.0,28,7
twitter,D,D000624,2,109698.0,2019-01-01,,2019-01-03,2020-05-31,2123.0,493,105
twitter,R,D000626,1,20687.0,2019-01-01,,2019-01-02,2020-05-31,1601.0,110,38
twitter,D,D000627,2,148219.0,2019-01-01,,2019-01-01,2020-05-31,4859.0,1147,340
twitter,R,D000628,2,10266.0,2019-01-01,,2019-01-03,2020-05-30,646.0,25,8
twitter,D,D000629,2,182097.0,2019-01-01,,2019-01-02,2020-05-29,1513.0,482,91
twitter,D,D000630,2,42962.0,2019-01-01,,2019-01-01,2020-05-30,4212.0,62,11
twitter,D,D000631,2,42563.0,2019-01-01,,2019-01-02,2020-05-29,2014.0,544,121
twitter,D,E000179,1,51923.0,2019-01-01,,2019-01-01,2020-05-30,1592.0,172,65
twitter,D,E000215,2,47638.0,2019-01-01,,2019-01-11,2020-05-30,396.0,49,12
twitter,R,E000285,1,102615.0,2019-01-01,,2019-01-07,2020-05-30,532.0,50,15
twitter,R,E000294,2,24114.0,2019-01-01,,2019-01-02,2020-05-31,1126.0,22,4
twitter,R,E000295,3,143283.0,2019-01-01,,2019-01-01,2020-05-31,3435.0,208,56
twitter,D,E000296,2,20319.0,2019-01-01,,2019-01-01,2020-05-31,8341.0,44,18
twitter,D,E000297,3,32516.0,2019-01-01,,2019-01-01,2020-05-31,3836.0,47,17
twitter,R,E000298,2,7520.0,2019-01-01,,2019-01-01,2020-05-30,897.0,51,15
twitter,D,E000299,2,100043.0,2019-01-01,,2019-01-01,2020-05-31,4949.0,328,92
twitter,D,F000062,1,1432611.0,2019-01-01,,2019-01-01,2020-05-31,2072.0,1452,430
twitter,R,F000449,1,23146.0,2019-01-01,,2019-01-03,2020-05-30,505.0,25,9
twitter,R,F000450,2,28637.0,2019-01-01,,2019-01-03,2020-05-31,916.0,168,61
twitter,D,F000454,2,44872.0,2019-01-01,,2019-01-03,2020-05-31,1633.0,39,10
twitter,D,F000455,2,49352.0,2019-01-01,,2019-01-01,2020-05-31,1240.0,58,25
twitter,R,F000459,2,21303.0,2019-01-01,,2019-01-01,2020-05-31,1425.0,83,29
twitter,R,F000461,2,24893.0,2019-01-01,,2019-01-01,2020-05-31,4511.0,18,8
twitter,D,F000462,2,33087.0,2019-01-01,,2019-01-01,2020-05-31,1708.0,61,15
twitter,R,F000463,2,100503.0,2019-01-01,,2019-01-01,2020-05-31,1387.0,164,46
twitter,R,F000465,2,9674.0,2019-01-01,,2019-01-02,2020-05-29,483.0,45,14
twitter,R,F000466,2,16537.0,2019-01-01,,2019-01-03,2020-05-31,1114.0,23,4
twitter,D,F000467,2,36582.0,2019-01-01,,2019-01-02,2020-05-30,1144.0,200,32
twitter,D,F000468,2,30694.0,2019-01-01,,2019-01-03,2020-05-31,1528.0,38,8
twitter,R,F000469,2,7765.0,2019-01-01,,2019-01-04,2020-05-30,704.0,73,30
twitter,R,G000061,1,47910.0,2020-05-19,,2020-05-19,2020-05-25,3.0,9095,1871
twitter,R,G000359,1,1659038.0,2019-01-01,,2019-01-01,2020-05-30,2267.0,9095,2255
twitter,R,G000377,1,24770.0,2019-01-01,,2019-01-04,2020-05-31,642.0,46,15
twitter,R,G000386,3,614186.0,2019-01-01,,2019-01-01,2020-05-31,4083.0,756,246
twitter,R,G000546,1,14783.0,2019-01-01,,2019-01-02,2020-05-29,1167.0,55,23
twitter,D,G000551,2,41973.0,2019-01-01,,2019-01-01,2020-05-31,1974.0,86,40
twitter,R,G000552,1,322936.0,2019-01-01,,2019-01-02,2020-05-30,1075.0,829,282
twitter,D,G000553,2,77871.0,2019-01-01,,2019-01-01,2020-05-31,638.0,1127,338
twitter,D,G000555,2,1532737.0,2019-01-01,,2019-01-03,2020-05-30,3132.0,1658,303
twitter,R,G000558,2,23876.0,2019-01-01,,2019-01-15,2020-05-28,210.0,23,7
twitter,D,G000559,2,34863.0,2019-01-01,,2019-01-01,2020-05-29,1784.0,20,7
twitter,R,G000560,2,26104.0,2019-01-01,,2019-01-01,2020-05-30,752.0,35,13
twitter,R,G000562,2,166058.0,2019-01-01,,2019-01-01,2020-05-30,1508.0,262,117
twitter,R,G000563,2,39291.0,2019-01-01,,2019-01-03,2020-05-29,432.0,51,28
twitter,R,G000565,1,114720.0,2019-01-01,,2019-01-03,2020-05-30,3298.0,1087,393
twitter,R,G000568,2,33388.0,2019-01-01,,2019-01-07,2020-05-31,372.0,77,43
twitter,D,G000571,2,1069080.0,2019-01-01,,2019-01-01,2020-05-28,2671.0,3670,844
twitter,D,G000574,2,130157.0,2019-01-01,,2019-01-01,2020-05-30,4510.0,343,78
twitter,R,G000576,2,10719.0,2019-01-01,,2019-01-02,2020-05-29,1429.0,21,10
twitter,R,G000577,2,18962.0,2019-01-01,,2019-01-07,2020-05-30,794.0,13,3
twitter,R,G000578,2,1274871.0,2019-01-01,,2019-01-01,2020-05-31,6703.0,5291,1715
twitter,R,G000579,2,26359.0,2019-01-01,,2019-01-02,2020-05-29,1503.0,117,65
twitter,D,G000581,2,6847.0,2019-01-01,,2019-01-03,2020-05-29,910.0,29,8
twitter,D,G000583,2,18641.0,2019-01-01,,2019-01-01,2020-05-31,3407.0,11,2
twitter,R,G000584,2,,2019-01-01,,2019-06-14,2019-07-10,14.0,38,9
twitter,D,G000585,2,29878.0,2019-01-01,,2019-01-01,2020-05-31,3677.0,49,14
twitter,D,G000586,2,26276.0,2019-01-01,,2019-01-01,2020-05-31,2938.0,51,13
twitter,D,G000587,2,64431.0,2019-01-01,,2019-01-01,2020-05-31,3971.0,225,70
twitter,R,G000588,2,16598.0,2019-01-01,,2019-01-01,2020-05-31,1309.0,85,26
twitter,R,G000589,2,12250.0,2019-01-01,,2019-01-10,2020-05-31,1008.0,251,98
twitter,R,G000590,2,51625.0,2019-01-01,,2019-01-01,2020-05-30,1962.0,566,220
twitter,R,G000591,2,7491.0,2019-01-01,,2019-01-01,2020-05-31,810.0,58,15
twitter,D,G000592,2,16457.0,2019-01-01,,2019-01-03,2020-05-28,702.0,33,8
twitter,D,H000324,2,28179.0,2019-01-01,,2019-01-01,2020-05-31,1467.0,17,7
twitter,D,H000874,2,135789.0,2019-01-01,,2019-01-01,2020-05-31,4080.0,67,26
twitter,D,H001038,2,25585.0,2019-01-01,,2019-01-03,2020-05-31,1674.0,14,5
twitter,D,H001042,2,454166.0,2019-01-01,,2019-01-03,2020-05-30,702.0,3566,1064
twitter,D,H001046,2,200777.0,2019-01-01,,2019-01-01,2020-05-30,1494.0,193,59
twitter,D,H001047,1,110961.0,2019-01-01,,2019-01-01,2020-05-31,1640.0,705,172
twitter,R,H001048,2,19667.0,2019-01-01,2020-01-12,2019-01-03,2020-01-07,315.0,71,24
twitter,R,H001052,1,19782.0,2019-01-01,,2019-01-01,2020-05-25,276.0,301,176
twitter,R,H001053,1,30958.0,2019-01-01,,2019-01-01,2020-05-30,1007.0,250,102
twitter,R,H001056,2,24626.0,2019-01-01,,2019-01-01,2020-05-28,744.0,20,5
twitter,R,H001058,2,26023.0,2019-01-01,,2019-01-01,2020-05-30,1668.0,44,14
twitter,R,H001061,1,105625.0,2019-01-01,,2019-01-03,2020-05-29,919.0,97,23
twitter,D,H001064,2,41333.0,2019-01-01,,2019-01-02,2020-05-30,873.0,164,41
twitter,R,H001065,2,18422.0,2019-01-01,,2019-01-01,2020-05-04,181.0,98,52
twitter,D,H001066,2,23235.0,2019-01-01,,2019-01-01,2020-05-31,2518.0,21,7
twitter,R,H001067,2,23961.0,2019-01-01,,2019-01-01,2020-05-29,1246.0,71,22
twitter,D,H001068,2,47164.0,2019-01-01,,2019-01-01,2020-05-31,5575.0,101,23
twitter,R,H001071,2,68061.0,2019-01-01,,2019-01-02,2020-05-31,1794.0,665,246
twitter,R,H001072,2,22280.0,2019-01-01,,2019-01-01,2020-05-31,1612.0,56,33
twitter,R,H001073,1,70372.0,2019-01-01,,2019-01-02,2020-05-31,687.0,568,179
twitter,R,H001074,1,11797.0,2019-01-01,,2019-01-08,2020-05-26,376.0,23,7
twitter,D,H001075,2,4973516.0,2019-01-01,,2019-01-01,2020-05-31,6250.0,10278,2262
twitter,D,H001076,2,160441.0,2019-01-01,,2019-01-02,2020-05-30,2209.0,43,16
twitter,R,H001077,2,14325.0,2019-01-01,,2019-01-03,2020-05-27,447.0,109,41
twitter,R,H001079,2,31667.0,2019-01-01,,2019-01-03,2020-05-31,1607.0,88,28
twitter,D,H001080,2,162841.0,2019-01-01,,2019-01-01,2020-05-31,4887.0,320,71
twitter,D,H001081,2,73802.0,2019-01-01,,2019-01-01,2020-05-31,2183.0,91,19
twitter,R,H001082,2,6410.0,2019-01-01,,2019-01-02,2020-05-29,463.0,92,38
twitter,D,H001083,2,24371.0,2019-01-01,,2019-01-02,2020-05-31,965.0,101,14
twitter,D,H001085,2,41049.0,2019-01-01,,2019-01-01,2020-05-29,1576.0,71,17
twitter,D,H001087,2,161919.0,2019-01-01,2019-11-02,2019-01-01,2019-11-02,2224.0,854,198
twitter,R,H001088,2,8100.0,2019-01-01,,2019-01-05,2020-05-30,1052.0,17,6
twitter,R,H001089,2,215194.0,2019-01-01,,2019-01-01,2020-05-31,3197.0,1585,723
twitter,D,H001090,2,32717.0,2019-01-01,,2019-01-02,2020-05-31,1984.0,102,32
twitter,R,I000024,2,83321.0,2019-01-01,,2019-01-01,2020-05-30,1375.0,318,98
twitter,R,I000055,1,70253.0,2019-01-01,2019-12-30,2019-01-01,2019-12-29,1118.0,79,25
twitter,D,J000032,1,89610.0,2019-01-01,,2019-01-04,2020-05-31,3924.0,110,35
twitter,D,J000126,1,34478.0,2019-01-01,,2019-01-03,2020-05-27,441.0,52,14
twitter,R,J000255,1,24332.0,2019-01-01,2019-02-09,2019-01-01,2019-02-05,8.0,42,11
twitter,D,J000288,2,48407.0,2019-01-01,,2019-01-01,2020-05-31,1637.0,88,28
twitter,R,J000289,1,1380944.0,2019-01-01,,2019-01-01,2020-05-29,1257.0,27400,9545
twitter,R,J000292,2,45279.0,2019-01-01,,2019-01-01,2020-05-31,1084.0,69,26
twitter,R,J000293,2,142317.0,2019-01-01,,2019-01-01,2020-05-29,1023.0,366,127
twitter,D,J000294,2,265308.0,2019-01-01,,2019-01-01,2020-05-31,915.0,4528,1244
twitter,R,J000295,2,25042.0,2019-01-01,,2019-01-01,2020-05-31,1055.0,21,7
twitter,D,J000298,2,368534.0,2019-01-01,,2019-01-01,2020-05-31,8520.0,697,166
twitter,R,J000299,2,65665.0,2019-01-01,,2019-01-04,2020-05-30,1844.0,757,255
twitter,D,J000300,2,268683.0,2019-01-01,,2019-01-04,2020-05-31,1191.0,1383,314
twitter,R,J000301,2,12512.0,2019-01-01,,2019-01-01,2020-05-30,972.0,141,42
twitter,R,J000302,2,10494.0,2019-01-01,,2019-01-03,2020-05-30,929.0,147,51
twitter,D,K000009,2,24799.0,2019-01-01,,2019-01-03,2020-05-29,785.0,43,12
twitter,D,K000188,2,21171.0,2019-01-01,,2019-01-03,2020-05-27,345.0,14,3
twitter,R,K000210,2,40983.0,2019-01-01,,2019-01-06,2020-05-31,471.0,765,209
twitter,R,K000362,1,122999.0,2019-01-01,,2019-01-01,2020-05-28,510.0,636,245
twitter,D,K000367,2,1117581.0,2019-01-01,,2019-01-01,2020-05-31,4219.0,3682,697
twitter,D,K000368,2,16986.0,2019-01-01,,2019-01-01,2020-05-31,2083.0,30,10
twitter,D,K000375,2,21987.0,2019-01-01,,2019-01-01,2020-05-30,255.0,52,17
twitter,R,K000376,2,24284.0,2019-01-01,,2019-01-01,2020-05-31,543.0,1299,428
twitter,R,K000378,2,79651.0,2019-01-01,,2019-01-01,2020-05-31,654.0,1226,300
twitter,D,K000379,2,894097.0,2019-01-01,,2019-01-02,2020-05-31,3074.0,2539,687
twitter,D,K000380,2,49352.0,2019-01-01,,2019-01-01,2020-05-31,1240.0,266,64
twitter,D,K000381,2,29268.0,2019-01-01,,2019-01-01,2020-05-30,2052.0,22,4
twitter,D,K000382,2,28385.0,2019-01-01,,2019-01-01,2020-05-29,1729.0,49,11
twitter,(D),K000383,1,225488.0,2019-01-01,,2019-01-03,2020-05-29,998.0,287,78
twitter,D,K000384,1,989931.0,2019-01-01,,2019-01-04,2020-05-30,703.0,1834,440
twitter,D,K000385,2,36305.0,2019-01-01,,2019-01-01,2020-05-31,3001.0,27,10
twitter,R,K000386,1,18317.0,2019-01-01,,2019-01-03,2020-05-31,549.0,16,4
